date,amount,phase,containment,zone,plume_group,region
2200-01-01,0.0009500377944685139,total,outside,topvolon,all,all
2020-01-01,0.0,dissolved_water,outside,topvolon,all,all
2040-01-01,0.0,dissolved_water,outside,topvolon,all,all
2060-01-01,0.0,dissolved_water,outside,topvolon,all,all
2080-01-01,3.366000211766103e-11,dissolved_water,outside,topvolon,all,all
2100-01-01,4.657039540489348e-10,dissolved_water,outside,topvolon,all,all
2120-01-01,3.9887412508672406e-09,dissolved_water,outside,topvolon,all,all
2140-01-01,2.7239687964861908e-08,dissolved_water,outside,topvolon,all,all
2160-01-01,1.562406662470752e-07,dissolved_water,outside,topvolon,all,all
2180-01-01,7.719731125056175e-07,dissolved_water,outside,topvolon,all,all
2200-01-01,3.347969242167457e-06,dissolved_water,outside,topvolon,all,all
2020-01-01,0.0,gas,outside,topvolon,all,all
2040-01-01,0.0,gas,outside,topvolon,all,all
2060-01-01,0.0,gas,outside,topvolon,all,all
2080-01-01,9.517883593595192e-09,gas,outside,topvolon,all,all
2100-01-01,1.3168495974006713e-07,gas,outside,topvolon,all,all
2120-01-01,1.1278779715467156e-06,gas,outside,topvolon,all,all
2140-01-01,7.702440964475714e-06,gas,outside,topvolon,all,all
2160-01-01,4.417945277386554e-05,gas,outside,topvolon,all,all
2180-01-01,0.0002182872774793634,gas,outside,topvolon,all,all
2200-01-01,0.0009466898252263465,gas,outside,topvolon,all,all
