date,amount,phase,containment,zone,plume_group,region
2140-01-01,1.4474112225793714e-05,total,outside,topvolon,all,all
2160-01-01,6.115825740539888e-05,total,outside,topvolon,all,all
2180-01-01,0.000228752234659257,total,outside,topvolon,all,all
2200-01-01,0.0007689292388178779,total,outside,topvolon,all,all
2020-01-01,3.8171270203778644e-13,dissolved_water,outside,topvolon,all,all
2040-01-01,6.5575120559856425e-12,dissolved_water,outside,topvolon,all,all
2060-01-01,7.468261904115305e-11,dissolved_water,outside,topvolon,all,all
2080-01-01,6.44315193085501e-10,dissolved_water,outside,topvolon,all,all
2100-01-01,4.448238135425825e-09,dissolved_water,outside,topvolon,all,all
2120-01-01,2.542351431334738e-08,dissolved_water,outside,topvolon,all,all
2140-01-01,1.2357294773658973e-07,dissolved_water,outside,topvolon,all,all
2160-01-01,5.221395293972047e-07,dissolved_water,outside,topvolon,all,all
2180-01-01,1.9529755951319752e-06,dissolved_water,outside,topvolon,all,all
2200-01-01,6.5647447773859465e-06,dissolved_water,outside,topvolon,all,all
2020-01-01,4.432833580374815e-11,gas,outside,topvolon,all,all
2040-01-01,7.615245573517309e-10,gas,outside,topvolon,all,all
2060-01-01,8.672900319759099e-09,gas,outside,topvolon,all,all
2080-01-01,7.482439041214713e-08,gas,outside,topvolon,all,all
2100-01-01,5.16574357493283e-07,gas,outside,topvolon,all,all
2120-01-01,2.952435362451989e-06,gas,outside,topvolon,all,all
2140-01-01,1.4350539278057124e-05,gas,outside,topvolon,all,all
2160-01-01,6.063611787600167e-05,gas,outside,topvolon,all,all
2180-01-01,0.00022679925906412505,gas,outside,topvolon,all,all
2200-01-01,0.000762364494040492,gas,outside,topvolon,all,all
